"location","dimension","time","value"
"Albania","Oranges","day 041",43.9524830353979
"Albania","Oranges","day 042",42.3235050272728
"Albania","Oranges","day 043",41.1181728103491
"Albania","Oranges","day 044",40.7661980545235
"Albania","Oranges","day 045",41.2664545357209
"Albania","Oranges","day 046",42.4100225171739
"Albania","Oranges","day 047",43.947486389597
"Albania","Oranges","day 048",45.5742033621117
"Albania","Oranges","day 049",47.0105682053131
"Albania","Oranges","day 050",48.1323531172831
"Albania","Oranges","day 051",48.8642784996974
"Albania","Oranges","day 052",49.1714801411219
"Albania","Oranges","day 053",49.0483909559912
"Albania","Oranges","day 054",48.5662169753266
"Albania","Oranges","day 055",47.8248974690607
"Albania","Oranges","day 056",46.9625315461845
"Albania","Oranges","day 057",46.0978250250604
"Albania","Oranges","day 058",45.2337507224788
"Albania","Oranges","day 059",44.3576032259366
"Albania","Oranges","day 060",43.5096972073297
"Albania","Oranges","day 061",42.7393563227154
"Albania","Oranges","day 062",42.0789200803961
"Albania","Oranges","day 063",41.5636934062178
"Albania","Oranges","day 064",41.257827043956
"Albania","Oranges","day 065",41.2082188066504
"Albania","Oranges","day 066",41.3622854215365
"Albania","Oranges","day 067",41.6364850509035
"Albania","Oranges","day 068",41.9477947800916
"Albania","Oranges","day 069",42.2217615663737
"Albania","Oranges","day 070",42.3984958284729
"Albania","Oranges","day 071",42.4677919589806
"Albania","Oranges","day 072",42.4409810717452
"Albania","Oranges","day 073",42.3658571917736
"Albania","Oranges","day 074",42.3058050603481
"Albania","Oranges","day 075",42.3501093726937
"Albania","Oranges","day 076",42.5773189065446
"Albania","Oranges","day 077",42.9971388157281
"Albania","Oranges","day 078",43.5751326616605
"Albania","Oranges","day 079",44.1691412600211
"Albania","Oranges","day 080",44.6576461778988
"Albania","Oranges","day 081",45.1094147337574
"Albania","Oranges","day 082",45.6263269571293
"Albania","Oranges","day 083",46.2524279704447
"Albania","Oranges","day 084",47.0291568685548
"Albania","Oranges","day 085",48.0453635430984
"Albania","Oranges","day 086",49.3367292737464
"Albania","Oranges","day 087",50.7142291846003
"Albania","Oranges","day 088",52.0653334449496
"Albania","Oranges","day 089",53.3162383535575
"Albania","Oranges","day 090",54.4065283707307
"Albania","Oranges","day 091",55.2942168021678
"Albania","Oranges","day 092",55.9976441735896
"Albania","Oranges","day 093",56.5416439497918
"Albania","Oranges","day 094",56.9166941318437
"Albania","Oranges","day 095",57.1102844757846
"Albania","Oranges","day 096",57.1323072212575
"Albania","Oranges","day 097",56.992517402165
"Albania","Oranges","day 098",56.6777187458446
"Albania","Oranges","day 099",56.1673674139912
"Albania","Oranges","day 100",55.4344806122958
"Albania","Oranges","day 101",54.4497151235529
"Albania","Oranges","day 102",53.1807249949755
"Albania","Oranges","day 103",51.5830365998338
"Albania","Oranges","day 104",49.5666683512071
"Albania","Oranges","day 105",47.159798977363
"Albania","Oranges","day 106",44.9087564275137
"Albania","Oranges","day 107",43.3845219429218
"Albania","Oranges","day 108",42.6656625946233
"Albania","Oranges","day 109",42.4343489705253
"Albania","Oranges","day 110",42.3553155953452
"Albania","Oranges","day 111",42.3150652109865
"Albania","Oranges","day 112",42.2859916403416
"Albania","Oranges","day 113",42.3622848130737
"Albania","Oranges","day 114",42.6546587399054
"Albania","Oranges","day 115",43.2181276490268
"Albania","Oranges","day 116",44.1119941167055
"Albania","Oranges","day 117",45.4684138940512
"Albania","Oranges","day 118",47.2892935393745
"Albania","Oranges","day 119",48.9826896649472
"Albania","Oranges","day 120",49.9004514813651
"Albania","Oranges","day 121",49.7634485385581
"Albania","Oranges","day 122",48.7538531616507
"Albania","Oranges","day 123",48.5300284372109
"Albania","Oranges","day 124",50.5733392482559
"Albania","Oranges","day 125",54.1809669021571
"Albania","Oranges","day 126",58.234307110134
"Albania","Oranges","day 127",62.1357967744462
"Albania","Oranges","day 128",65.5192568842475
"Albania","Oranges","day 129",68.4292781678014
"Albania","Oranges","day 130",71.0366734727986
"Albania","Oranges","day 131",73.4467620259255
"Albania","Oranges","day 132",75.4777902395563
"Albania","Oranges","day 133",76.9656882651157
"Albania","Oranges","day 134",78.1041940245398
"Albania","Oranges","day 135",79.1331839981876
"Albania","Oranges","day 136",80.1192811295997
"Albania","Oranges","day 137",81.0488043616711
"Albania","Oranges","day 138",81.7601101715337
"Albania","Oranges","day 139",82.1274465135488
"Albania","Oranges","day 140",82.3165897167559
"Albania","Oranges","day 141",82.5200488128408
"Albania","Oranges","day 142",82.7457352693954
"Albania","Oranges","day 143",82.952476053677
"Albania","Oranges","day 144",83.0873576957001
"Albania","Oranges","day 145",83.0885679277236
"Albania","Oranges","day 146",82.8704397282297
"Albania","Oranges","day 147",82.3147145398028
"Albania","Oranges","day 148",81.1966224152143
"Albania","Oranges","day 149",79.368080512551
"Albania","Oranges","day 150",77.0942658009753
"Albania","Bananas","day 001",58.6631664535564
"Albania","Bananas","day 002",58.5057307813761
"Albania","Bananas","day 003",58.5047851911112
"Albania","Bananas","day 004",58.8145633391576
"Albania","Bananas","day 005",59.5557608841641
"Albania","Bananas","day 006",60.6798182603964
"Albania","Bananas","day 007",61.9957217254846
"Albania","Bananas","day 008",62.911896054899
"Albania","Bananas","day 009",62.8744460644628
"Albania","Bananas","day 010",61.8807582135697
"Albania","Bananas","day 011",60.1324546684451
"Albania","Bananas","day 012",58.0968187790701
"Albania","Bananas","day 013",56.2359818147765
"Albania","Bananas","day 014",54.7258055385416
"Albania","Bananas","day 015",53.6401896913793
"Albania","Bananas","day 016",52.9314554328026
"Albania","Bananas","day 017",52.5468949984684
"Albania","Bananas","day 018",52.5352635101096
"Albania","Bananas","day 019",52.9644089162131
"Albania","Bananas","day 020",53.8770875862068
"Albania","Bananas","day 021",55.2812886840618
"Albania","Bananas","day 022",57.0710241309846
"Albania","Bananas","day 023",59.0979556747638
"Albania","Bananas","day 024",61.1641735634393
"Albania","Bananas","day 025",63.0813199869529
"Albania","Bananas","day 026",64.7014256693062
"Albania","Bananas","day 027",66.0146676661137
"Albania","Bananas","day 028",67.0658174375156
"Albania","Bananas","day 029",67.9798777301424
"Albania","Bananas","day 030",68.8399235803247
"Albania","Bananas","day 031",69.4810878967041
"Albania","Bananas","day 032",69.7132851585995
"Albania","Bananas","day 033",69.4934982557298
"Albania","Bananas","day 034",68.8817342889952
"Albania","Bananas","day 035",68.2030287936214
"Albania","Bananas","day 036",67.7992757492381
"Albania","Bananas","day 037",67.8147744787658
"Albania","Bananas","day 038",68.2903584717827
"Albania","Bananas","day 039",69.0505925412062
"Albania","Bananas","day 040",69.8597475935728
"Albania","Bananas","day 041",70.457187586556
"Albania","Bananas","day 042",70.6663648558925
"Albania","Bananas","day 043",70.6719921984352
"Albania","Bananas","day 044",70.6652812098925
"Albania","Bananas","day 045",70.5570072111868
"Albania","Bananas","day 046",70.3934451704487
"Albania","Bananas","day 047",70.2845956823297
"Albania","Bananas","day 048",70.3760458839322
"Albania","Bananas","day 049",70.7471231712456
"Albania","Bananas","day 050",71.1765294333565
"Albania","Bananas","day 051",71.401692015143
"Albania","Bananas","day 052",71.295565591551
"Albania","Bananas","day 053",70.7968051020289
"Albania","Bananas","day 054",69.9713392139674
"Albania","Bananas","day 055",68.9009715851692
"Albania","Bananas","day 056",67.603732107143
"Albania","Bananas","day 057",66.1217144667709
"Albania","Bananas","day 058",64.6570412987254
"Albania","Bananas","day 059",63.4228025709206
"Albania","Bananas","day 060",62.5159286364472
"Albania","Bananas","day 061",61.9722263620345
"Albania","Bananas","day 062",61.6991682837897
"Albania","Bananas","day 063",61.5855859428263
"Albania","Bananas","day 064",61.574081230904
"Albania","Bananas","day 065",61.6228319096466
"Albania","Bananas","day 066",61.7173085960508
"Albania","Bananas","day 067",61.920154095574
"Albania","Bananas","day 068",62.3160358943976
"Albania","Bananas","day 069",63.0026812953409
"Albania","Bananas","day 070",64.0632522713442
"Albania","Bananas","day 071",65.5095896591928
"Albania","Bananas","day 072",67.3197176849304
"Albania","Bananas","day 073",69.4077152677892
"Albania","Bananas","day 074",71.6494838895606
"Albania","Bananas","day 075",73.8321605890876
"Albania","Bananas","day 076",75.7604613949915
"Albania","Bananas","day 077",77.3981827379586
"Albania","Bananas","day 078",78.7716466583308
"Albania","Bananas","day 079",79.9981972330084
"Albania","Bananas","day 080",81.1574003018872
"Albania","Bananas","day 081",82.0866867202849
"Albania","Bananas","day 082",82.6071576711518
"Albania","Bananas","day 083",82.7167306325449
"Albania","Bananas","day 084",82.4851987606018
"Albania","Bananas","day 085",82.0930416286731
"Albania","Bananas","day 086",81.7591936632508
"Albania","Bananas","day 087",81.8334007368384
"Albania","Bananas","day 088",83.0269057734187
"Albania","Bananas","day 089",85.6932025711633
"Albania","Bananas","day 090",88.4040746223571
"Albania","Bananas","day 091",89.6445104425488
"Albania","Bananas","day 092",89.3340289462286
"Albania","Bananas","day 093",87.8429438614279
"Albania","Bananas","day 094",85.910217771401
"Albania","Bananas","day 095",84.208691366716
"Albania","Bananas","day 096",82.7780689119717
"Albania","Bananas","day 097",81.5128626864321
"Albania","Bananas","day 098",80.3599534539899
"Albania","Bananas","day 099",79.2718026465857
"Albania","Bananas","day 100",78.1708258837224
"Albania","Bananas","day 101",76.9913945161524
"Albania","Bananas","day 102",75.745748632064
"Albania","Bananas","day 103",74.4600311572976
"Albania","Bananas","day 104",73.1381276308658
"Albania","Bananas","day 105",71.804351121159
"Albania","Bananas","day 106",70.5869822009089
"Albania","Bananas","day 107",69.6049862137723
"Albania","Bananas","day 108",68.8510912041061
"Albania","Bananas","day 109",68.3426825964744
"Albania","Bananas","day 110",68.095954018359
"Albania","Bananas","day 111",68.0623674235459
"Albania","Bananas","day 112",68.1657553240993
"Albania","Bananas","day 113",68.2841641388925
"Albania","Bananas","day 114",68.3057737942259
"Albania","Bananas","day 115",68.2050843393018
"Albania","Bananas","day 116",67.9465379775324
"Albania","Bananas","day 117",67.3680254062697
"Albania","Bananas","day 118",66.480485058278
"Albania","Bananas","day 119",66.1135978140329
"Albania","Bananas","day 120",67.1703983606793
"Albania","Bananas","day 121",70.0285941643279
"Albania","Bananas","day 122",74.4348609771613
"Albania","Bananas","day 123",78.1370749166839
"Albania","Bananas","day 124",79.0903297918133
"Albania","Bananas","day 125",78.0773898117949
"Albania","Bananas","day 126",76.4256869125086
"Albania","Bananas","day 127",74.8136535360446
"Albania","Bananas","day 128",73.6166932053436
"Albania","Bananas","day 129",72.6538542302062
"Albania","Bananas","day 130",71.6304497534104
"Albania","Bananas","day 131",70.3105585859464
"Albania","Bananas","day 132",68.6662783329725
"Albania","Bananas","day 133",66.8292307879875
"Albania","Bananas","day 134",65.3611157036828
"Albania","Bananas","day 135",64.7917409356752
"Albania","Bananas","day 136",65.0932687920909
"Albania","Bananas","day 137",66.1212521644538
"Albania","Bananas","day 138",67.8224518253693
"Albania","Bananas","day 139",70.0941300652276
"Albania","Bananas","day 140",72.544347364475
"Albania","Bananas","day 141",74.7504862756281
"Albania","Bananas","day 142",76.456419449428
"Albania","Bananas","day 143",77.5378050914124
"Albania","Bananas","day 144",78.2309535280811
"Albania","Bananas","day 145",78.8234429444148
"Albania","Bananas","day 146",79.4472708383554
"Albania","Bananas","day 147",80.1865919209726
"Albania","Bananas","day 148",81.0897704428874
"Albania","Bananas","day 149",82.1751962663044
"Albania","Bananas","day 150",83.3771521602134
"Albania","Berries","day 001",25.5193019059653
"Albania","Berries","day 002",25.8723170979814
"Albania","Berries","day 003",26.2147062109527
"Albania","Berries","day 004",26.6205871516244
"Albania","Berries","day 005",27.1613721898567
"Albania","Berries","day 006",27.7978564081255
"Albania","Berries","day 007",28.4453297673029
"Albania","Berries","day 008",28.94767892923
"Albania","Berries","day 009",29.1495382656195
"Albania","Berries","day 010",28.9699362867007
"Albania","Berries","day 011",28.3958594694405
"Albania","Berries","day 012",27.6117320192399
"Albania","Berries","day 013",26.8259406534765
"Albania","Berries","day 014",26.1452844089986
"Albania","Berries","day 015",25.6315261483322
"Albania","Berries","day 016",25.2678717172415
"Albania","Berries","day 017",25.0313376926474
"Albania","Berries","day 018",24.9527405928566
"Albania","Berries","day 019",25.0560615936587
"Albania","Berries","day 020",25.2841405593864
"Albania","Berries","day 021",25.5628910922037
"Albania","Berries","day 022",25.8316630570558
"Albania","Berries","day 023",26.0395573310973
"Albania","Berries","day 024",26.1581661263615
"Albania","Berries","day 025",26.1531677966805
"Albania","Berries","day 026",26.0026760306487
"Albania","Berries","day 027",25.7468516606253
"Albania","Berries","day 028",25.4453999377013
"Albania","Berries","day 029",25.1741566441301
"Albania","Berries","day 030",24.9791153910037
"Albania","Berries","day 031",24.7707705736051
"Albania","Berries","day 032",24.4319038338547
"Albania","Berries","day 033",23.8699450160312
"Albania","Berries","day 034",23.0352135827304
"Albania","Berries","day 035",22.0249392674598
"Albania","Berries","day 036",20.9975254344015
"Albania","Berries","day 037",20.2091596995258
"Albania","Berries","day 038",19.8763078172108
"Albania","Berries","day 039",19.9587638436789
"Albania","Berries","day 040",20.3545197794799
"Albania","Berries","day 041",20.9710311006279
"Albania","Berries","day 042",21.6818401633164
"Albania","Berries","day 043",22.2153733689899
"Albania","Berries","day 044",22.3218101009129
"Albania","Berries","day 045",21.9981581979733
"Albania","Berries","day 046",21.3582597639433
"Albania","Berries","day 047",20.538505615638
"Albania","Berries","day 048",19.7066791276684
"Albania","Berries","day 049",19.0164443113865
"Albania","Berries","day 050",18.5335951673134
"Albania","Berries","day 051",18.296250010714
"Albania","Berries","day 052",18.3196944266623
"Albania","Berries","day 053",18.6026581646714
"Albania","Berries","day 054",19.1004803622039
"Albania","Berries","day 055",19.7522542400552
"Albania","Berries","day 056",20.4754799644021
"Albania","Berries","day 057",21.1986365082195
"Albania","Berries","day 058",21.9157111262926
"Albania","Berries","day 059",22.6294891174739
"Albania","Berries","day 060",23.3124396750731
"Albania","Berries","day 061",23.9322619096144
"Albania","Berries","day 062",24.4678907060231
"Albania","Berries","day 063",24.897414409791
"Albania","Berries","day 064",25.1842994342746
"Albania","Berries","day 065",25.3020454630145
"Albania","Berries","day 066",25.2799204086412
"Albania","Berries","day 067",25.1649338018753
"Albania","Berries","day 068",25.0037648130089
"Albania","Berries","day 069",24.8377183057489
"Albania","Berries","day 070",24.7003200793391
"Albania","Berries","day 071",24.599353981756
"Albania","Berries","day 072",24.5315982266874
"Albania","Berries","day 073",24.4755504419335
"Albania","Berries","day 074",24.4013542705725
"Albania","Berries","day 075",24.264018002683
"Albania","Berries","day 076",24.0245274447685
"Albania","Berries","day 077",23.6829138220303
"Albania","Berries","day 078",23.2641825692128
"Albania","Berries","day 079",22.8541905405356
"Albania","Berries","day 080",22.5271214704504
"Albania","Berries","day 081",22.2496151948643
"Albania","Berries","day 082",21.9695970049119
"Albania","Berries","day 083",21.6676779111839
"Albania","Berries","day 084",21.3259423282202
"Albania","Berries","day 085",20.8996825669027
"Albania","Berries","day 086",20.3714578893376
"Albania","Berries","day 087",19.8396858287457
"Albania","Berries","day 088",19.3567423457273
"Albania","Berries","day 089",18.9531208997007
"Albania","Berries","day 090",18.651791495117
"Albania","Berries","day 091",18.4652768433733
"Albania","Berries","day 092",18.3718339386175
"Albania","Berries","day 093",18.3460112386208
"Albania","Berries","day 094",18.3817887728964
"Albania","Berries","day 095",18.4747149813636
"Albania","Berries","day 096",18.6071803738244
"Albania","Berries","day 097",18.7620520796251
"Albania","Berries","day 098",18.9372616364055
"Albania","Berries","day 099",19.13435100899
"Albania","Berries","day 100",19.3542394626457
"Albania","Berries","day 101",19.60273559274
"Albania","Berries","day 102",19.905828014599
"Albania","Berries","day 103",20.2836577363436
"Albania","Berries","day 104",20.7127953173168
"Albania","Berries","day 105",21.1686282871034
"Albania","Berries","day 106",21.6653825050336
"Albania","Berries","day 107",22.2240759037151
"Albania","Berries","day 108",22.8494673396784
"Albania","Berries","day 109",23.5250420025213
"Albania","Berries","day 110",24.2233680837447
"Albania","Berries","day 111",24.8917019402355
"Albania","Berries","day 112",25.4725285699414
"Albania","Berries","day 113",25.914559369666
"Albania","Berries","day 114",26.1720083774771
"Albania","Berries","day 115",26.2148737976414
"Albania","Berries","day 116",26.0078606145484
"Albania","Berries","day 117",25.4787167668783
"Albania","Berries","day 118",24.6295814013141
"Albania","Berries","day 119",23.7971155422592
"Albania","Berries","day 120",23.3495430749099
"Albania","Berries","day 121",23.4468174499136
"Albania","Berries","day 122",23.9882067489084
"Albania","Berries","day 123",24.0385080120433
"Albania","Berries","day 124",22.7625548591782
"Albania","Berries","day 125",20.5597982705055
"Albania","Berries","day 126",18.0646746989677
"Albania","Berries","day 127",15.6169451281746
"Albania","Berries","day 128",13.4259093931699
"Albania","Berries","day 129",11.4690240562881
"Albania","Berries","day 130",9.64825680752635
"Albania","Berries","day 131",7.89921679741114
"Albania","Berries","day 132",6.31077560969197
"Albania","Berries","day 133",4.96394269822206
"Albania","Berries","day 134",3.75501656404714
"Albania","Berries","day 135",2.57028693323843
"Albania","Berries","day 136",1.44071938477703
"Albania","Berries","day 137",0.442085611560703
"Albania","Berries","day 138",-0.315294090756047
"Albania","Berries","day 139",-0.739962305462565
"Albania","Berries","day 140",-0.850461734380488
"Albania","Berries","day 141",-0.695702497328565
"Albania","Berries","day 142",-0.336064267581862
"Albania","Berries","day 143",0.178574428060951
"Albania","Berries","day 144",0.851809202162785
"Albania","Berries","day 145",1.68076102863412
"Albania","Berries","day 146",2.58317818741364
"Albania","Berries","day 147",3.43850578931512
"Albania","Berries","day 148",4.05234896262356
"Albania","Berries","day 149",4.29630564457494
"Albania","Berries","day 150",4.37978499073765
"Albania","Grapes","day 001",29.9521503531495
"Albania","Grapes","day 002",30.2570503690665
"Albania","Grapes","day 003",30.0298342219815
"Albania","Grapes","day 004",29.2850960619792
"Albania","Grapes","day 005",28.1912570212151
"Albania","Grapes","day 006",26.8908871770072
"Albania","Grapes","day 007",25.58965205444
"Albania","Grapes","day 008",24.7714500245013
"Albania","Grapes","day 009",24.8737767877147
"Albania","Grapes","day 010",25.8702845168423
"Albania","Grapes","day 011",27.5612961663936
"Albania","Grapes","day 012",29.5176613456284
"Albania","Grapes","day 013",31.3184064782405
"Albania","Grapes","day 014",32.8047385909111
"Albania","Grapes","day 015",33.9114397275143
"Albania","Grapes","day 016",34.6854113977103
"Albania","Grapes","day 017",35.1792380836953
"Albania","Grapes","day 018",35.3561166920223
"Albania","Grapes","day 019",35.1571128672962
"Albania","Grapes","day 020",34.5241547819716
"Albania","Grapes","day 021",33.4199995877507
"Albania","Grapes","day 022",31.8898578254741
"Albania","Grapes","day 023",30.0247605046867
"Albania","Grapes","day 024",28.0104810943627
"Albania","Grapes","day 025",26.0336560798986
"Albania","Grapes","day 026",24.2441497819776
"Albania","Grapes","day 027",22.6690819674272
"Albania","Grapes","day 028",21.2866537605881
"Albania","Grapes","day 029",20.002136269712
"Albania","Grapes","day 030",18.7582715870846
"Albania","Grapes","day 031",17.7206157572183
"Albania","Grapes","day 032",17.0746998310107
"Albania","Grapes","day 033",16.8631409326731
"Albania","Grapes","day 034",17.0318520598786
"Albania","Grapes","day 035",17.2828436308339
"Albania","Grapes","day 036",17.3027832555068
"Albania","Grapes","day 037",16.9608698903772
"Albania","Grapes","day 038",16.2220129646427
"Albania","Grapes","day 039",15.2514324518607
"Albania","Grapes","day 040",14.2701830896533
"Albania","Grapes","day 041",13.5223481275427
"Albania","Grapes","day 042",13.1741630209789
"Albania","Grapes","day 043",13.0574435372265
"Albania","Grapes","day 044",12.9979897609699
"Albania","Grapes","day 045",13.0812029113482
"Albania","Grapes","day 046",13.2670501533257
"Albania","Grapes","day 047",13.4565091673106
"Albania","Grapes","day 048",13.5176229891259
"Albania","Grapes","day 049",13.3797655418634
"Albania","Grapes","day 050",13.2505689422746
"Albania","Grapes","day 051",13.3759016513889
