"location","dimension","time","value"
"Albania","Carrots","day 131",58.2653295677476
"Albania","Carrots","day 132",58.6805153735488
"Albania","Carrots","day 133",59.1385375314391
"Albania","Carrots","day 134",59.5793767432487
"Albania","Carrots","day 135",59.9530568651669
"Albania","Carrots","day 136",60.2372876711421
"Albania","Carrots","day 137",60.4347074257098
"Albania","Carrots","day 138",60.6199824379948
"Albania","Carrots","day 139",60.8711139890876
"Albania","Carrots","day 140",61.2074152033538
"Albania","Carrots","day 141",61.6258690074226
"Albania","Carrots","day 142",62.0928256937022
"Albania","Carrots","day 143",62.5586041346875
"Albania","Carrots","day 144",62.9400301574379
"Albania","Carrots","day 145",63.1766120956084
"Albania","Carrots","day 146",63.3320813546705
"Albania","Carrots","day 147",63.4606290715272
"Albania","Carrots","day 148",63.454062236989
"Albania","Carrots","day 149",63.2107495266156
"Albania","Carrots","day 150",62.817690501054
"Albania","Potatoes","day 001",31.322606292318
"Albania","Potatoes","day 002",27.9800146350459
"Albania","Potatoes","day 003",25.3401031000549
"Albania","Potatoes","day 004",24.4153914892684
"Albania","Potatoes","day 005",25.8768523964843
"Albania","Potatoes","day 006",28.6406557829753
"Albania","Potatoes","day 007",31.3295585674219
"Albania","Potatoes","day 008",33.1474681306622
"Albania","Potatoes","day 009",33.6841900374697
"Albania","Potatoes","day 010",33.491972126201
"Albania","Potatoes","day 011",33.2345243299298
"Albania","Potatoes","day 012",33.0589626870143
"Albania","Potatoes","day 013",32.9664622220575
"Albania","Potatoes","day 014",32.8910277993572
"Albania","Potatoes","day 015",32.7365370626733
"Albania","Potatoes","day 016",32.3535289339185
"Albania","Potatoes","day 017",31.6396758416035
"Albania","Potatoes","day 018",30.73452296248
"Albania","Potatoes","day 019",29.8519161882224
"Albania","Potatoes","day 020",29.2610315219564
"Albania","Potatoes","day 021",29.1659480030962
"Albania","Potatoes","day 022",29.4550267047586
"Albania","Potatoes","day 023",29.9666494469034
"Albania","Potatoes","day 024",30.655010666178
"Albania","Potatoes","day 025",31.5033016897192
"Albania","Potatoes","day 026",32.4981705813962
"Albania","Potatoes","day 027",33.6400456999343
"Albania","Potatoes","day 028",34.9179104303757
"Albania","Potatoes","day 029",36.2611879681745
"Albania","Potatoes","day 030",37.5850261888875
"Albania","Potatoes","day 031",38.8070318780724
"Albania","Potatoes","day 032",39.8647872366556
"Albania","Potatoes","day 033",40.7733172170391
"Albania","Potatoes","day 034",41.546622419129
"Albania","Potatoes","day 035",42.1171632813721
"Albania","Potatoes","day 036",42.4230039628319
"Albania","Potatoes","day 037",42.5061636664996
"Albania","Potatoes","day 038",42.436386517217
"Albania","Potatoes","day 039",42.2903612833022
"Albania","Potatoes","day 040",42.1200515087032
"Albania","Potatoes","day 041",41.8715751964094
"Albania","Potatoes","day 042",41.4895571869446
"Albania","Potatoes","day 043",41.0184952119251
"Albania","Potatoes","day 044",40.53718968813
"Albania","Potatoes","day 045",40.1446359500895
"Albania","Potatoes","day 046",39.8805920674983
"Albania","Potatoes","day 047",39.7577805859587
"Albania","Potatoes","day 048",39.7493536819292
"Albania","Potatoes","day 049",39.8247038854411
"Albania","Potatoes","day 050",39.9777555099604
"Albania","Potatoes","day 051",40.1899017089838
"Albania","Potatoes","day 052",40.3678792126975
"Albania","Potatoes","day 053",40.4288570427098
"Albania","Potatoes","day 054",40.4063898096279
"Albania","Potatoes","day 055",40.3894724114421
"Albania","Potatoes","day 056",40.5724753066742
"Albania","Potatoes","day 057",41.1440272046762
"Albania","Potatoes","day 058",42.1644142575878
"Albania","Potatoes","day 059",43.6162838401817
"Albania","Potatoes","day 060",45.3000707749756
"Albania","Potatoes","day 061",46.9936281093974
"Albania","Potatoes","day 062",48.5666943427738
"Albania","Potatoes","day 063",49.953359059498
"Albania","Potatoes","day 064",51.2532307323326
"Albania","Potatoes","day 065",52.6022334139143
"Albania","Potatoes","day 066",54.0961933487465
"Albania","Potatoes","day 067",55.7465076820716
"Albania","Potatoes","day 068",57.4714872867492
"Albania","Potatoes","day 069",58.8964629031525
"Albania","Potatoes","day 070",59.6571287923374
"Albania","Potatoes","day 071",59.7236134305785
"Albania","Potatoes","day 072",59.2056443136659
"Albania","Potatoes","day 073",58.4369108002326
"Albania","Potatoes","day 074",57.781774637224
"Albania","Potatoes","day 075",57.5033252619896
"Albania","Potatoes","day 076",57.7838171309627
"Albania","Potatoes","day 077",58.583437086505
"Albania","Potatoes","day 078",59.7511716083394
"Albania","Potatoes","day 079",60.9132733397039
"Albania","Potatoes","day 080",61.7238178342057
"Albania","Potatoes","day 081",62.1709061234111
"Albania","Potatoes","day 082",62.423148614973
"Albania","Potatoes","day 083",63.0371677429309
"Albania","Potatoes","day 084",64.7226211724573
"Albania","Potatoes","day 085",68.4132954668686
"Albania","Potatoes","day 086",72.9569615073463
"Albania","Potatoes","day 087",71.7069597997074
"Albania","Potatoes","day 088",68.1696279483869
"Albania","Potatoes","day 089",67.3357383531887
"Albania","Potatoes","day 090",67.8387575901022
"Albania","Potatoes","day 091",67.3497803524898
"Albania","Potatoes","day 092",66.047719627021
"Albania","Potatoes","day 093",64.5896003934672
"Albania","Potatoes","day 094",63.0370773107015
"Albania","Potatoes","day 095",61.3584865923747
"Albania","Potatoes","day 096",59.7442609921472
"Albania","Potatoes","day 097",58.4050482111144
"Albania","Potatoes","day 098",57.4102592001039
"Albania","Potatoes","day 099",56.795024091961
"Albania","Potatoes","day 100",56.5985864978703
"Albania","Potatoes","day 101",56.8711756199417
"Albania","Potatoes","day 102",57.7028495456444
"Albania","Potatoes","day 103",59.0824425704081
"Albania","Potatoes","day 104",60.5540649361429
"Albania","Potatoes","day 105",61.5834496392231
"Albania","Potatoes","day 106",61.7675447473981
"Albania","Potatoes","day 107",60.894084142007
"Albania","Potatoes","day 108",59.3540621102094
"Albania","Potatoes","day 109",57.581783876264
"Albania","Potatoes","day 110",55.9330812566823
"Albania","Potatoes","day 111",54.564563545631
"Albania","Potatoes","day 112",53.566240356295
"Albania","Potatoes","day 113",52.9609451002772
"Albania","Potatoes","day 114",52.7578208933421
"Albania","Potatoes","day 115",52.9784258694829
"Albania","Potatoes","day 116",53.607092332741
"Albania","Potatoes","day 117",54.4668342491206
"Albania","Potatoes","day 118",55.3619005815102
"Albania","Potatoes","day 119",56.1827986183711
"Albania","Potatoes","day 120",56.8550378901412
"Albania","Potatoes","day 121",57.357878569593
"Albania","Potatoes","day 122",57.6710055988606
"Albania","Potatoes","day 123",57.7220523551917
"Albania","Potatoes","day 124",57.4557241360684
"Albania","Potatoes","day 125",56.9370654847965
"Albania","Potatoes","day 126",56.2839472933146
"Albania","Potatoes","day 127",55.7052066022685
"Albania","Potatoes","day 128",55.4164516879724
"Albania","Potatoes","day 129",55.5417127118241
"Albania","Potatoes","day 130",56.0782618981852
"Albania","Potatoes","day 131",56.9661270508459
"Albania","Potatoes","day 132",58.0271459268392
"Albania","Potatoes","day 133",59.0699797283075
"Albania","Potatoes","day 134",59.9687734845881
"Albania","Potatoes","day 135",60.6350674136338
"Albania","Potatoes","day 136",61.0644986606649
"Albania","Potatoes","day 137",61.2887189286851
"Albania","Potatoes","day 138",61.399341224567
"Albania","Potatoes","day 139",61.4891176485754
"Albania","Potatoes","day 140",61.5953953706766
"Albania","Potatoes","day 141",61.7337554584799
"Albania","Potatoes","day 142",61.8881195004653
"Albania","Potatoes","day 143",62.0263239178876
"Albania","Potatoes","day 144",62.0835239422323
"Albania","Potatoes","day 145",62.0172075617641
"Albania","Potatoes","day 146",61.9068749816331
"Albania","Potatoes","day 147",61.8239346963766
"Albania","Potatoes","day 148",61.6854161411934
"Albania","Potatoes","day 149",61.4068339376164
"Albania","Potatoes","day 150",61.052022511853
"Albania","Cabbages","day 001",21.0684266996084
"Albania","Cabbages","day 002",21.5488681485592
"Albania","Cabbages","day 003",21.8464404676182
"Albania","Cabbages","day 004",21.6577614656053
"Albania","Cabbages","day 005",20.7851636969997
"Albania","Cabbages","day 006",19.6084547675067
"Albania","Cabbages","day 007",18.6262186537737
"Albania","Cabbages","day 008",18.2346697649905
"Albania","Cabbages","day 009",18.6825954252948
"Albania","Cabbages","day 010",19.7314441860732
"Albania","Cabbages","day 011",21.0419049420616
"Albania","Cabbages","day 012",22.3589667341432
"Albania","Cabbages","day 013",23.4644919344453
"Albania","Cabbages","day 014",24.203536093924
"Albania","Cabbages","day 015",24.4925653779692
"Albania","Cabbages","day 016",24.4704952308778
"Albania","Cabbages","day 017",24.3149951877262
"Albania","Cabbages","day 018",24.1363018678009
"Albania","Cabbages","day 019",24.008782648775
"Albania","Cabbages","day 020",23.9307608576579
"Albania","Cabbages","day 021",23.8858872679081
"Albania","Cabbages","day 022",23.8751664894449
"Albania","Cabbages","day 023",23.905794115599
"Albania","Cabbages","day 024",23.9854078003104
"Albania","Cabbages","day 025",24.0956255755118
"Albania","Cabbages","day 026",24.2076572032764
"Albania","Cabbages","day 027",24.2789515125432
"Albania","Cabbages","day 028",24.2755018399435
"Albania","Cabbages","day 029",24.2112404860121
"Albania","Cabbages","day 030",24.1164722152524
"Albania","Cabbages","day 031",24.0390526841403
"Albania","Cabbages","day 032",24.0250572433448
"Albania","Cabbages","day 033",24.0958891283364
"Albania","Cabbages","day 034",24.2624775780605
"Albania","Cabbages","day 035",24.5185279605611
"Albania","Cabbages","day 036",24.8521190495079
"Albania","Cabbages","day 037",25.2460471119747
"Albania","Cabbages","day 038",25.6779811742358
"Albania","Cabbages","day 039",26.1103638059638
"Albania","Cabbages","day 040",26.510774855234
"Albania","Cabbages","day 041",26.882569740334
"Albania","Cabbages","day 042",27.233656287992
"Albania","Cabbages","day 043",27.5543763884865
"Albania","Cabbages","day 044",27.8276375434097
"Albania","Cabbages","day 045",28.026777338945
"Albania","Cabbages","day 046",28.1324972682437
"Albania","Cabbages","day 047",28.1326790077057
"Albania","Cabbages","day 048",28.0335181551832
"Albania","Cabbages","day 049",27.8382956098932
"Albania","Cabbages","day 050",27.5203195550588
"Albania","Cabbages","day 051",27.0626867502612
"Albania","Cabbages","day 052",26.5176209765064
"Albania","Cabbages","day 053",25.9490841660799
"Albania","Cabbages","day 054",25.3988638349619
"Albania","Cabbages","day 055",24.8853358723368
"Albania","Cabbages","day 056",24.3554040765126
"Albania","Cabbages","day 057",23.7425028637345
"Albania","Cabbages","day 058",22.9976612128717
"Albania","Cabbages","day 059",22.1014791113442
"Albania","Cabbages","day 060",21.13524601815
"Albania","Cabbages","day 061",20.1982718921733
"Albania","Cabbages","day 062",19.3612592202648
"Albania","Cabbages","day 063",18.6632971142024
"Albania","Cabbages","day 064",18.0456286575086
"Albania","Cabbages","day 065",17.4311584769467
"Albania","Cabbages","day 066",16.7820377460642
"Albania","Cabbages","day 067",16.1255580709704
"Albania","Cabbages","day 068",15.5328736216891
"Albania","Cabbages","day 069",15.1915714416459
"Albania","Cabbages","day 070",15.2801798258766
"Albania","Cabbages","day 071",15.8245592024576
"Albania","Cabbages","day 072",16.7829077954028
"Albania","Cabbages","day 073",17.9954428794366
"Albania","Cabbages","day 074",19.2746303169403
"Albania","Cabbages","day 075",20.4399112702129
"Albania","Cabbages","day 076",21.3450156714901
"Albania","Cabbages","day 077",21.9738532328357
"Albania","Cabbages","day 078",22.3255043629773
"Albania","Cabbages","day 079",22.3295524774687
"Albania","Cabbages","day 080",21.9390496771833
"Albania","Cabbages","day 081",21.2704197974449
"Albania","Cabbages","day 082",20.5573099257296
"Albania","Cabbages","day 083",20.3388884236706
"Albania","Cabbages","day 084",21.1858831777413
"Albania","Cabbages","day 085",23.489738899617
"Albania","Cabbages","day 086",26.5290900360966
"Albania","Cabbages","day 087",26.8701072245372
"Albania","Cabbages","day 088",26.2489479321838
"Albania","Cabbages","day 089",27.149865608624
"Albania","Cabbages","day 090",28.8115213317527
"Albania","Cabbages","day 091",29.9936680814481
"Albania","Cabbages","day 092",30.7860188172142
"Albania","Cabbages","day 093",31.5369773458188
"Albania","Cabbages","day 094",32.2997508834595
"Albania","Cabbages","day 095",33.0614098028253
"Albania","Cabbages","day 096",33.8396736931404
"Albania","Cabbages","day 097",34.6395829832951
"Albania","Cabbages","day 098",35.3848122443084
"Albania","Cabbages","day 099",36.0019703980904
"Albania","Cabbages","day 100",36.5107696279857
"Albania","Cabbages","day 101",36.9399534370038
"Albania","Cabbages","day 102",37.2612873453785
"Albania","Cabbages","day 103",37.468190389001
"Albania","Cabbages","day 104",37.6976736491655
"Albania","Cabbages","day 105",38.1147978276177
"Albania","Cabbages","day 106",38.8532300625055
"Albania","Cabbages","day 107",39.9696984802149
"Albania","Cabbages","day 108",41.2579390071595
"Albania","Cabbages","day 109",42.4960780828001
"Albania","Cabbages","day 110",43.5100823359063
"Albania","Cabbages","day 111",44.2637980185719
"Albania","Cabbages","day 112",44.7652205316268
"Albania","Cabbages","day 113",45.0610622475195
"Albania","Cabbages","day 114",45.1915714416459
"Albania","Cabbages","day 115",45.132423029572
"Albania","Cabbages","day 116",44.857148610236
"Albania","Cabbages","day 117",44.395279875894
"Albania","Cabbages","day 118",43.7947412801559
"Albania","Cabbages","day 119",43.1210282287295
"Albania","Cabbages","day 120",42.4427411282224
"Albania","Cabbages","day 121",41.8233294367432
"Albania","Cabbages","day 122",41.3254049031285
"Albania","Cabbages","day 123",41.0133793876257
"Albania","Cabbages","day 124",40.9289803833339
"Albania","Cabbages","day 125",41.0213978033483
"Albania","Cabbages","day 126",41.217600194444
"Albania","Cabbages","day 127",41.4482082181184
"Albania","Cabbages","day 128",41.6625934971369
"Albania","Cabbages","day 129",41.8690207023278
"Albania","Cabbages","day 130",42.043757707966
"Albania","Cabbages","day 131",42.1538558115103
"Albania","Cabbages","day 132",42.179334732297
"Albania","Cabbages","day 133",42.1155397113482
"Albania","Cabbages","day 134",42.0061496545519
"Albania","Cabbages","day 135",41.9039128885674
"Albania","Cabbages","day 136",41.8495217582717
"Albania","Cabbages","day 137",41.8670733680615
"Albania","Cabbages","day 138",41.9263398421941
"Albania","Cabbages","day 139",41.9948407694171
"Albania","Cabbages","day 140",42.0854105765802
"Albania","Cabbages","day 141",42.2129202768931
"Albania","Cabbages","day 142",42.3550723909055
"Albania","Cabbages","day 143",42.491486057887
"Albania","Cabbages","day 144",42.6466153846463
"Albania","Cabbages","day 145",42.8443561701639
"Albania","Cabbages","day 146",43.061536014568
"Albania","Cabbages","day 147",43.2704801485656
"Albania","Cabbages","day 148",43.4725725240322
"Albania","Cabbages","day 149",43.6745046797959
"Albania","Cabbages","day 150",43.8751397813297
"Albania","Letuces","day 001",42.8264611895311
"Albania","Letuces","day 002",43.9402328662462
"Albania","Letuces","day 003",44.8251658959458
"Albania","Letuces","day 004",45.0290161683685
"Albania","Letuces","day 005",44.2264980958314
"Albania","Letuces","day 006",42.880573050332
"Albania","Letuces","day 007",41.6195712322838
"Albania","Letuces","day 008",40.9450511960846
"Albania","Letuces","day 009",41.1526038635203
"Albania","Letuces","day 010",41.8407212719471
"Albania","Letuces","day 011",42.5268993032094
